0,1
left pinkyDistal_L_X,left wrist_L_X
left pinkyDistal_L_X,left handBaseRadius_L_X
left pinkyDistal_L_X,left armFrontRadius_L_X
left pinkyDistal_L_X,left armFrontUlna_L_X
left pinkyDistal_L_Y,left pinkyEF_L_Y
left pinkyDistal_L_Y,left palm_L_Y
left pinkyDistal_L_Z,left pinkyEF_L_Z
left pinkyDistal_L_Z,left palm_L_Z
left pinkyDistal_L_Z,left wrist_L_Z
left pinkyDistal_L_Z,left handBaseRadius_L_Z
left pinkyDistal_L_Z,left armFrontUlna_L_Z
left pinkyEF_L_X,left palm_L_X
left pinkyEF_L_X,left wrist_L_X
left pinkyEF_L_X,left handBaseRadius_L_X
left pinkyEF_L_X,left armFrontRadius_L_X
left pinkyEF_L_X,left armFrontUlna_L_X
left pinkyEF_L_Y,left palm_L_Y
left pinkyEF_L_Y,left wrist_L_Y
left pinkyEF_L_Y,left armFrontUlna_L_Y
left pinkyEF_L_Z,left palm_L_Z
left pinkyEF_L_Z,left wrist_L_Z
left pinkyEF_L_Z,left handBaseRadius_L_Z
left pinkyEF_L_Z,left armFrontUlna_L_Z
left palm_L_X,left wrist_L_X
left palm_L_X,left handBaseRadius_L_X
left palm_L_X,left armFrontRadius_L_X
left palm_L_X,left armFrontUlna_L_X
left palm_L_Y,left handBaseRadius_L_Y
left palm_L_Z,left wrist_L_Z
left palm_L_Z,left handBaseRadius_L_Z
left palm_L_Z,left armFrontUlna_L_Z
left wrist_L_X,left handBaseRadius_L_X
left wrist_L_X,left armFrontRadius_L_X
left wrist_L_X,left armFrontUlna_L_X
left wrist_L_Y,left armFrontUlna_L_Y
left wrist_L_Z,left handBaseRadius_L_Z
left wrist_L_Z,left armFrontRadius_L_Z
left wrist_L_Z,left armFrontUlna_L_Z
left handBaseRadius_L_X,left armFrontRadius_L_X
left handBaseRadius_L_X,left armFrontUlna_L_X
left handBaseRadius_L_Z,left armFrontUlna_L_Z
left elbow_L_X,left armBackLateral_L_X
left elbow_L_X,left armBackMedial_L_X
left elbow_L_Y,left armBackLateral_L_Y
left elbow_L_Y,left armBackMedial_L_Y
left elbow_L_Z,left armBackLateral_L_Z
left elbow_L_Z,left armBackMedial_L_Z
left armFrontRadius_L_X,left armFrontUlna_L_X
left armBackLateral_L_X,left armBackMedial_L_X
left armBackLateral_L_Y,left armBackMedial_L_Y
left armBackLateral_L_Z,left armBackMedial_L_Z
right thumbProximal_L_X,right thumbDistal_L_X
right thumbProximal_L_X,right thumbEF_L_X
right thumbProximal_L_X,right indexProximal_L_X
right thumbProximal_L_X,right indexMedial_L_X
right thumbProximal_L_X,right indexDistal_L_X
right thumbProximal_L_X,right indexEF_L_X
right thumbProximal_L_X,right middleProximal_L_X
right thumbProximal_L_X,right middleMedial_L_X
right thumbProximal_L_X,right middleDistal_L_X
right thumbProximal_L_X,right middleEF_L_X
right thumbProximal_L_X,right ringProximal_L_X
right thumbProximal_L_X,right ringMedial_L_X
right thumbProximal_L_X,right ringDistal_L_X
right thumbProximal_L_X,right ringEF_L_X
right thumbProximal_L_X,right pinkyProximal_L_X
right thumbProximal_L_X,right pinkyMedial_L_X
right thumbProximal_L_X,right pinkyDistal_L_X
right thumbProximal_L_X,right pinkyEF_L_X
right thumbProximal_L_X,right palm_L_X
right thumbProximal_L_X,right wrist_L_X
right thumbProximal_L_X,right handBaseRadius_L_X
right thumbProximal_L_X,right armFrontRadius_L_X
right thumbProximal_L_X,right armFrontUlna_L_X
right thumbProximal_L_Y,right thumbDistal_L_Y
right thumbProximal_L_Y,right thumbEF_L_Y
right thumbProximal_L_Y,right indexMedial_L_Y
right thumbProximal_L_Y,right middleMedial_L_Y
right thumbProximal_L_Y,right middleDistal_L_Y
right thumbProximal_L_Y,right middleEF_L_Y
right thumbProximal_L_Y,right ringMedial_L_Y
right thumbProximal_L_Y,right ringDistal_L_Y
right thumbProximal_L_Y,right ringEF_L_Y
right thumbProximal_L_Y,right pinkyDistal_L_Y
right thumbProximal_L_Y,right pinkyEF_L_Y
right thumbProximal_L_Z,right thumbDistal_L_Z
right thumbProximal_L_Z,right thumbEF_L_Z
right thumbProximal_L_Z,right handBaseRadius_L_Z
right thumbDistal_L_X,right thumbEF_L_X
right thumbDistal_L_X,right indexProximal_L_X
right thumbDistal_L_X,right indexMedial_L_X
right thumbDistal_L_X,right indexDistal_L_X
right thumbDistal_L_X,right indexEF_L_X
right thumbDistal_L_X,right middleProximal_L_X
right thumbDistal_L_X,right middleMedial_L_X
right thumbDistal_L_X,right middleDistal_L_X
right thumbDistal_L_X,right middleEF_L_X
right thumbDistal_L_X,right ringProximal_L_X
right thumbDistal_L_X,right ringMedial_L_X
right thumbDistal_L_X,right ringDistal_L_X
right thumbDistal_L_X,right ringEF_L_X
right thumbDistal_L_X,right pinkyProximal_L_X
right thumbDistal_L_X,right pinkyMedial_L_X
right thumbDistal_L_X,right pinkyDistal_L_X
right thumbDistal_L_X,right pinkyEF_L_X
right thumbDistal_L_X,right palm_L_X
right thumbDistal_L_X,right wrist_L_X
right thumbDistal_L_X,right handBaseRadius_L_X
right thumbDistal_L_X,right armFrontRadius_L_X
right thumbDistal_L_X,right armFrontUlna_L_X
right thumbDistal_L_Y,right thumbEF_L_Y
right thumbDistal_L_Y,right middleDistal_L_Y
right thumbDistal_L_Y,right middleEF_L_Y
right thumbDistal_L_Z,right thumbEF_L_Z
right thumbEF_L_X,right indexProximal_L_X
right thumbEF_L_X,right indexMedial_L_X
right thumbEF_L_X,right indexDistal_L_X
right thumbEF_L_X,right indexEF_L_X
right thumbEF_L_X,right middleProximal_L_X
right thumbEF_L_X,right middleMedial_L_X
right thumbEF_L_X,right middleDistal_L_X
right thumbEF_L_X,right middleEF_L_X
right thumbEF_L_X,right ringProximal_L_X
right thumbEF_L_X,right ringMedial_L_X
right thumbEF_L_X,right ringDistal_L_X
right thumbEF_L_X,right ringEF_L_X
right thumbEF_L_X,right pinkyProximal_L_X
right thumbEF_L_X,right pinkyMedial_L_X
right thumbEF_L_X,right pinkyDistal_L_X
right thumbEF_L_X,right pinkyEF_L_X
right thumbEF_L_X,right palm_L_X
right thumbEF_L_X,right wrist_L_X
right thumbEF_L_X,right handBaseRadius_L_X
right thumbEF_L_X,right armFrontRadius_L_X
right thumbEF_L_X,right armFrontUlna_L_X
right indexProximal_L_X,right indexMedial_L_X
right indexProximal_L_X,right indexDistal_L_X
right indexProximal_L_X,right indexEF_L_X
right indexProximal_L_X,right middleProximal_L_X
right indexProximal_L_X,right middleMedial_L_X
right indexProximal_L_X,right middleDistal_L_X
right indexProximal_L_X,right middleEF_L_X
right indexProximal_L_X,right ringProximal_L_X
right indexProximal_L_X,right ringMedial_L_X
right indexProximal_L_X,right ringDistal_L_X
right indexProximal_L_X,right ringEF_L_X
right indexProximal_L_X,right pinkyProximal_L_X
right indexProximal_L_X,right pinkyMedial_L_X
right indexProximal_L_X,right pinkyDistal_L_X
right indexProximal_L_X,right pinkyEF_L_X
right indexProximal_L_X,right palm_L_X
right indexProximal_L_X,right wrist_L_X
right indexProximal_L_X,right handBaseRadius_L_X
right indexProximal_L_X,right armFrontRadius_L_X
right indexProximal_L_X,right armFrontUlna_L_X
right indexProximal_L_Y,right indexMedial_L_Y
right indexProximal_L_Y,right middleProximal_L_Y
right indexProximal_L_Y,right middleMedial_L_Y
right indexProximal_L_Y,right ringProximal_L_Y
right indexProximal_L_Y,right ringMedial_L_Y
right indexProximal_L_Y,right ringDistal_L_Y
right indexProximal_L_Y,right ringEF_L_Y
right indexProximal_L_Y,right pinkyProximal_L_Y
right indexProximal_L_Y,right pinkyMedial_L_Y
right indexProximal_L_Y,right pinkyDistal_L_Y
right indexProximal_L_Y,right pinkyEF_L_Y
right indexProximal_L_Y,right palm_L_Y
right indexProximal_L_Y,right handBaseRadius_L_Y
right indexProximal_L_Z,right indexMedial_L_Z
right indexProximal_L_Z,right middleProximal_L_Z
right indexProximal_L_Z,right palm_L_Z
right indexMedial_L_X,right indexDistal_L_X
right indexMedial_L_X,right indexEF_L_X
right indexMedial_L_X,right middleProximal_L_X
right indexMedial_L_X,right middleMedial_L_X
right indexMedial_L_X,right middleDistal_L_X
right indexMedial_L_X,right middleEF_L_X
right indexMedial_L_X,right ringProximal_L_X
right indexMedial_L_X,right ringMedial_L_X
right indexMedial_L_X,right ringDistal_L_X
right indexMedial_L_X,right ringEF_L_X
right indexMedial_L_X,right pinkyProximal_L_X
right indexMedial_L_X,right pinkyMedial_L_X
right indexMedial_L_X,right pinkyDistal_L_X
right indexMedial_L_X,right pinkyEF_L_X
right indexMedial_L_X,right palm_L_X
right indexMedial_L_X,right wrist_L_X
right indexMedial_L_X,right handBaseRadius_L_X
right indexMedial_L_X,right armFrontRadius_L_X
right indexMedial_L_X,right armFrontUlna_L_X
right indexMedial_L_Y,right indexDistal_L_Y
right indexMedial_L_Y,right indexEF_L_Y
right indexMedial_L_Y,right middleMedial_L_Y
right indexMedial_L_Y,right middleDistal_L_Y
right indexMedial_L_Y,right middleEF_L_Y
right indexMedial_L_Y,right ringMedial_L_Y
right indexMedial_L_Y,right ringDistal_L_Y
right indexMedial_L_Y,right ringEF_L_Y
right indexMedial_L_Y,right pinkyDistal_L_Y
right indexMedial_L_Z,right indexDistal_L_Z
right indexMedial_L_Z,right indexEF_L_Z
right indexMedial_L_Z,right middleMedial_L_Z
right indexMedial_L_Z,right middleDistal_L_Z
right indexDistal_L_X,right indexEF_L_X
right indexDistal_L_X,right middleProximal_L_X
right indexDistal_L_X,right middleMedial_L_X
right indexDistal_L_X,right middleDistal_L_X
right indexDistal_L_X,right middleEF_L_X
right indexDistal_L_X,right ringProximal_L_X
right indexDistal_L_X,right ringMedial_L_X
right indexDistal_L_X,right ringDistal_L_X
right indexDistal_L_X,right ringEF_L_X
right indexDistal_L_X,right pinkyProximal_L_X
right indexDistal_L_X,right pinkyMedial_L_X
right indexDistal_L_X,right pinkyDistal_L_X
right indexDistal_L_X,right pinkyEF_L_X
right indexDistal_L_X,right palm_L_X
right indexDistal_L_X,right wrist_L_X
right indexDistal_L_X,right handBaseRadius_L_X
right indexDistal_L_X,right armFrontRadius_L_X
right indexDistal_L_X,right armFrontUlna_L_X
right indexDistal_L_Y,right indexEF_L_Y
right indexDistal_L_Y,right middleMedial_L_Y
right indexDistal_L_Y,right middleDistal_L_Y
right indexDistal_L_Y,right middleEF_L_Y
right indexDistal_L_Y,right ringDistal_L_Y
right indexDistal_L_Z,right indexEF_L_Z
right indexDistal_L_Z,right middleDistal_L_Z
right indexEF_L_X,right middleProximal_L_X
right indexEF_L_X,right middleMedial_L_X
right indexEF_L_X,right middleDistal_L_X
right indexEF_L_X,right middleEF_L_X
right indexEF_L_X,right ringProximal_L_X
right indexEF_L_X,right ringMedial_L_X
right indexEF_L_X,right ringDistal_L_X
right indexEF_L_X,right ringEF_L_X
right indexEF_L_X,right pinkyProximal_L_X
right indexEF_L_X,right pinkyMedial_L_X
right indexEF_L_X,right pinkyDistal_L_X
right indexEF_L_X,right pinkyEF_L_X
right indexEF_L_X,right palm_L_X
right indexEF_L_X,right wrist_L_X
right indexEF_L_X,right handBaseRadius_L_X
right indexEF_L_X,right armFrontRadius_L_X
right indexEF_L_X,right armFrontUlna_L_X
right indexEF_L_Y,right middleMedial_L_Y
right indexEF_L_Y,right middleDistal_L_Y
right indexEF_L_Y,right middleEF_L_Y
right indexEF_L_Y,right ringDistal_L_Y
right indexEF_L_Y,right ringEF_L_Y
right middleProximal_L_X,right middleMedial_L_X
right middleProximal_L_X,right middleDistal_L_X
right middleProximal_L_X,right middleEF_L_X
right middleProximal_L_X,right ringProximal_L_X
right middleProximal_L_X,right ringMedial_L_X
right middleProximal_L_X,right ringDistal_L_X
right middleProximal_L_X,right ringEF_L_X
right middleProximal_L_X,right pinkyProximal_L_X
right middleProximal_L_X,right pinkyMedial_L_X
right middleProximal_L_X,right pinkyDistal_L_X
right middleProximal_L_X,right pinkyEF_L_X
right middleProximal_L_X,right palm_L_X
right middleProximal_L_X,right wrist_L_X
right middleProximal_L_X,right handBaseRadius_L_X
right middleProximal_L_X,right armFrontRadius_L_X
right middleProximal_L_X,right armFrontUlna_L_X
right middleProximal_L_Y,right middleMedial_L_Y
right middleProximal_L_Y,right ringProximal_L_Y
right middleProximal_L_Y,right ringMedial_L_Y
right middleProximal_L_Y,right pinkyProximal_L_Y
right middleProximal_L_Y,right pinkyMedial_L_Y
right middleProximal_L_Y,right pinkyDistal_L_Y
right middleProximal_L_Y,right pinkyEF_L_Y
right middleProximal_L_Y,right palm_L_Y
right middleProximal_L_Z,right ringProximal_L_Z
right middleProximal_L_Z,right palm_L_Z
right middleMedial_L_X,right middleDistal_L_X
right middleMedial_L_X,right middleEF_L_X
right middleMedial_L_X,right ringProximal_L_X
right middleMedial_L_X,right ringMedial_L_X
right middleMedial_L_X,right ringDistal_L_X
right middleMedial_L_X,right ringEF_L_X
right middleMedial_L_X,right pinkyProximal_L_X
right middleMedial_L_X,right pinkyMedial_L_X
right middleMedial_L_X,right pinkyDistal_L_X
right middleMedial_L_X,right pinkyEF_L_X
right middleMedial_L_X,right palm_L_X
right middleMedial_L_X,right wrist_L_X
right middleMedial_L_X,right handBaseRadius_L_X
right middleMedial_L_X,right armFrontRadius_L_X
right middleMedial_L_X,right armFrontUlna_L_X
right middleMedial_L_Y,right middleDistal_L_Y
right middleMedial_L_Y,right middleEF_L_Y
right middleMedial_L_Y,right ringMedial_L_Y
right middleMedial_L_Y,right ringDistal_L_Y
right middleMedial_L_Y,right ringEF_L_Y
right middleMedial_L_Y,right pinkyMedial_L_Y
right middleMedial_L_Y,right pinkyDistal_L_Y
right middleMedial_L_Y,right pinkyEF_L_Y
right middleMedial_L_Z,right middleDistal_L_Z
right middleMedial_L_Z,right middleEF_L_Z
right middleMedial_L_Z,right ringMedial_L_Z
right middleMedial_L_Z,right ringDistal_L_Z
right middleMedial_L_Z,right ringEF_L_Z
right middleDistal_L_X,right middleEF_L_X
right middleDistal_L_X,right ringProximal_L_X
right middleDistal_L_X,right ringMedial_L_X
right middleDistal_L_X,right ringDistal_L_X
right middleDistal_L_X,right ringEF_L_X
right middleDistal_L_X,right pinkyProximal_L_X
right middleDistal_L_X,right pinkyMedial_L_X
right middleDistal_L_X,right pinkyDistal_L_X
right middleDistal_L_X,right pinkyEF_L_X
right middleDistal_L_X,right palm_L_X
right middleDistal_L_X,right wrist_L_X
right middleDistal_L_X,right handBaseRadius_L_X
right middleDistal_L_X,right armFrontRadius_L_X
right middleDistal_L_X,right armFrontUlna_L_X
right middleDistal_L_Y,right middleEF_L_Y
right middleDistal_L_Y,right ringMedial_L_Y
right middleDistal_L_Y,right ringDistal_L_Y
right middleDistal_L_Y,right ringEF_L_Y
right middleDistal_L_Y,right pinkyDistal_L_Y
right middleDistal_L_Y,right pinkyEF_L_Y
right middleDistal_L_Z,right middleEF_L_Z
right middleDistal_L_Z,right ringMedial_L_Z
right middleDistal_L_Z,right ringDistal_L_Z
right middleDistal_L_Z,right ringEF_L_Z
right middleDistal_L_Z,right pinkyDistal_L_Z
right middleDistal_L_Z,right pinkyEF_L_Z
right middleEF_L_X,right ringProximal_L_X
right middleEF_L_X,right ringMedial_L_X
right middleEF_L_X,right ringDistal_L_X
right middleEF_L_X,right ringEF_L_X
right middleEF_L_X,right pinkyProximal_L_X
right middleEF_L_X,right pinkyMedial_L_X
right middleEF_L_X,right pinkyDistal_L_X
right middleEF_L_X,right pinkyEF_L_X
right middleEF_L_X,right palm_L_X
right middleEF_L_X,right wrist_L_X
right middleEF_L_X,right handBaseRadius_L_X
right middleEF_L_X,right armFrontRadius_L_X
right middleEF_L_X,right armFrontUlna_L_X
right middleEF_L_Y,right ringMedial_L_Y
right middleEF_L_Y,right ringDistal_L_Y
right middleEF_L_Y,right ringEF_L_Y
right middleEF_L_Y,right pinkyDistal_L_Y
right middleEF_L_Y,right pinkyEF_L_Y
right middleEF_L_Z,right ringMedial_L_Z
right middleEF_L_Z,right ringDistal_L_Z
right middleEF_L_Z,right ringEF_L_Z
right middleEF_L_Z,right pinkyDistal_L_Z
right middleEF_L_Z,right pinkyEF_L_Z
right ringProximal_L_X,right ringMedial_L_X
right ringProximal_L_X,right ringDistal_L_X
right ringProximal_L_X,right ringEF_L_X
right ringProximal_L_X,right pinkyProximal_L_X
right ringProximal_L_X,right pinkyMedial_L_X
right ringProximal_L_X,right pinkyDistal_L_X
right ringProximal_L_X,right pinkyEF_L_X
right ringProximal_L_X,right palm_L_X
right ringProximal_L_X,right wrist_L_X
right ringProximal_L_X,right handBaseRadius_L_X
right ringProximal_L_X,right armFrontRadius_L_X
right ringProximal_L_X,right armFrontUlna_L_X
right ringProximal_L_Y,right ringMedial_L_Y
right ringProximal_L_Y,right pinkyProximal_L_Y
right ringProximal_L_Y,right pinkyMedial_L_Y
right ringProximal_L_Y,right pinkyDistal_L_Y
right ringProximal_L_Y,right pinkyEF_L_Y
right ringProximal_L_Y,right palm_L_Y
right ringProximal_L_Z,right pinkyProximal_L_Z
right ringProximal_L_Z,right palm_L_Z
right ringMedial_L_X,right ringDistal_L_X
right ringMedial_L_X,right ringEF_L_X
right ringMedial_L_X,right pinkyProximal_L_X
right ringMedial_L_X,right pinkyMedial_L_X
right ringMedial_L_X,right pinkyDistal_L_X
right ringMedial_L_X,right pinkyEF_L_X
right ringMedial_L_X,right palm_L_X
right ringMedial_L_X,right wrist_L_X
right ringMedial_L_X,right handBaseRadius_L_X
right ringMedial_L_X,right armFrontRadius_L_X
right ringMedial_L_X,right armFrontUlna_L_X
right ringMedial_L_Y,right ringDistal_L_Y
right ringMedial_L_Y,right ringEF_L_Y
right ringMedial_L_Y,right pinkyProximal_L_Y
right ringMedial_L_Y,right pinkyMedial_L_Y
right ringMedial_L_Y,right pinkyDistal_L_Y
right ringMedial_L_Y,right pinkyEF_L_Y
right ringMedial_L_Y,right palm_L_Y
right ringMedial_L_Z,right ringDistal_L_Z
right ringMedial_L_Z,right ringEF_L_Z
right ringMedial_L_Z,right pinkyMedial_L_Z
right ringMedial_L_Z,right pinkyDistal_L_Z
right ringMedial_L_Z,right pinkyEF_L_Z
right ringDistal_L_X,right ringEF_L_X
right ringDistal_L_X,right pinkyProximal_L_X
right ringDistal_L_X,right pinkyMedial_L_X
right ringDistal_L_X,right pinkyDistal_L_X
right ringDistal_L_X,right pinkyEF_L_X
right ringDistal_L_X,right palm_L_X
right ringDistal_L_X,right wrist_L_X
right ringDistal_L_X,right handBaseRadius_L_X
right ringDistal_L_X,right armFrontRadius_L_X
right ringDistal_L_X,right armFrontUlna_L_X
right ringDistal_L_Y,right ringEF_L_Y
right ringDistal_L_Y,right pinkyMedial_L_Y
right ringDistal_L_Y,right pinkyDistal_L_Y
right ringDistal_L_Y,right pinkyEF_L_Y
right ringDistal_L_Y,right palm_L_Y
right ringDistal_L_Z,right ringEF_L_Z
right ringDistal_L_Z,right pinkyMedial_L_Z
right ringDistal_L_Z,right pinkyDistal_L_Z
right ringDistal_L_Z,right pinkyEF_L_Z
right ringEF_L_X,right pinkyProximal_L_X
right ringEF_L_X,right pinkyMedial_L_X
right ringEF_L_X,right pinkyDistal_L_X
right ringEF_L_X,right pinkyEF_L_X
right ringEF_L_X,right palm_L_X
right ringEF_L_X,right wrist_L_X
right ringEF_L_X,right handBaseRadius_L_X
right ringEF_L_X,right armFrontRadius_L_X
right ringEF_L_X,right armFrontUlna_L_X
right ringEF_L_Y,right pinkyMedial_L_Y
right ringEF_L_Y,right pinkyDistal_L_Y
right ringEF_L_Y,right pinkyEF_L_Y
right ringEF_L_Z,right pinkyMedial_L_Z
right ringEF_L_Z,right pinkyDistal_L_Z
right ringEF_L_Z,right pinkyEF_L_Z
right pinkyProximal_L_X,right pinkyMedial_L_X
right pinkyProximal_L_X,right pinkyDistal_L_X
right pinkyProximal_L_X,right pinkyEF_L_X
right pinkyProximal_L_X,right palm_L_X
right pinkyProximal_L_X,right wrist_L_X
right pinkyProximal_L_X,right handBaseRadius_L_X
right pinkyProximal_L_X,right armFrontRadius_L_X
right pinkyProximal_L_X,right armFrontUlna_L_X
right pinkyProximal_L_Y,right pinkyMedial_L_Y
right pinkyProximal_L_Y,right pinkyDistal_L_Y
right pinkyProximal_L_Y,right palm_L_Y
right pinkyProximal_L_Y,right armFrontUlna_L_Y
right pinkyProximal_L_Z,right pinkyMedial_L_Z
right pinkyMedial_L_X,right pinkyDistal_L_X
right pinkyMedial_L_X,right pinkyEF_L_X
right pinkyMedial_L_X,right palm_L_X
right pinkyMedial_L_X,right wrist_L_X
right pinkyMedial_L_X,right handBaseRadius_L_X
right pinkyMedial_L_X,right armFrontRadius_L_X
right pinkyMedial_L_X,right armFrontUlna_L_X
right pinkyMedial_L_Y,right pinkyDistal_L_Y
right pinkyMedial_L_Y,right pinkyEF_L_Y
right pinkyMedial_L_Y,right palm_L_Y
right pinkyMedial_L_Z,right pinkyDistal_L_Z
right pinkyMedial_L_Z,right pinkyEF_L_Z
right pinkyDistal_L_X,right pinkyEF_L_X
right pinkyDistal_L_X,right palm_L_X
right pinkyDistal_L_X,right wrist_L_X
right pinkyDistal_L_X,right handBaseRadius_L_X
right pinkyDistal_L_X,right armFrontRadius_L_X
right pinkyDistal_L_X,right armFrontUlna_L_X
right pinkyDistal_L_Y,right pinkyEF_L_Y
right pinkyDistal_L_Y,right palm_L_Y
right pinkyDistal_L_Z,right pinkyEF_L_Z
right pinkyEF_L_X,right palm_L_X
right pinkyEF_L_X,right wrist_L_X
right pinkyEF_L_X,right handBaseRadius_L_X
right pinkyEF_L_X,right armFrontRadius_L_X
right pinkyEF_L_X,right armFrontUlna_L_X
right pinkyEF_L_Y,right palm_L_Y
right palm_L_X,right wrist_L_X
right palm_L_X,right handBaseRadius_L_X
right palm_L_X,right armFrontRadius_L_X
right palm_L_X,right armFrontUlna_L_X
right palm_L_Y,right handBaseRadius_L_Y
right palm_L_Z,right handBaseRadius_L_Z
right wrist_L_X,right handBaseRadius_L_X
right wrist_L_X,right armFrontRadius_L_X
right wrist_L_X,right armFrontUlna_L_X
right wrist_L_Y,right armFrontRadius_L_Y
right wrist_L_Y,right armFrontUlna_L_Y
right wrist_L_Z,right armFrontRadius_L_Z
right wrist_L_Z,right armFrontUlna_L_Z
right handBaseRadius_L_X,right armFrontRadius_L_X
right handBaseRadius_L_X,right armFrontUlna_L_X
right handBaseRadius_L_Y,right armFrontRadius_L_Y
right elbow_L_X,right armBackLateral_L_X
right elbow_L_X,right armBackMedial_L_X
right elbow_L_Y,right armBackLateral_L_Y
right elbow_L_Y,right armBackMedial_L_Y
right elbow_L_Z,right armBackLateral_L_Z
right elbow_L_Z,right armBackMedial_L_Z
right armFrontRadius_L_X,right armFrontUlna_L_X
right armFrontRadius_L_Y,right armFrontUlna_L_Y
right armBackLateral_L_Y,right armBackMedial_L_Y
right armBackLateral_L_Z,right armBackMedial_L_Z
