,Time, thumbProximal_L_X, thumbProximal_L_Y, thumbProximal_L_Z, thumbDistal_L_X, thumbDistal_L_Y, thumbDistal_L_Z, thumbEF_L_X, thumbEF_L_Y, thumbEF_L_Z, indexProximal_L_X, indexProximal_L_Y, indexProximal_L_Z, indexMedial_L_X, indexMedial_L_Y, indexMedial_L_Z, indexDistal_L_X, indexDistal_L_Y, indexDistal_L_Z, indexEF_L_X, indexEF_L_Y, indexEF_L_Z, middleProximal_L_X, middleProximal_L_Y, middleProximal_L_Z, middleMedial_L_X, middleMedial_L_Y, middleMedial_L_Z, middleDistal_L_X, middleDistal_L_Y, middleDistal_L_Z, middleEF_L_X, middleEF_L_Y, middleEF_L_Z, ringProximal_L_X, ringProximal_L_Y, ringProximal_L_Z, ringMedial_L_X, ringMedial_L_Y, ringMedial_L_Z, ringDistal_L_X, ringDistal_L_Y, ringDistal_L_Z, ringEF_L_X, ringEF_L_Y, ringEF_L_Z, pinkyProximal_L_X, pinkyProximal_L_Y, pinkyProximal_L_Z, pinkyMedial_L_X, pinkyMedial_L_Y, pinkyMedial_L_Z, pinkyDistal_L_X, pinkyDistal_L_Y, pinkyDistal_L_Z, pinkyEF_L_X, pinkyEF_L_Y, pinkyEF_L_Z, palm_L_X, palm_L_Y, palm_L_Z, wrist_L_X, wrist_L_Y, wrist_L_Z, handBaseRadius_L_X, handBaseRadius_L_Y, handBaseRadius_L_Z, elbow_L_X, elbow_L_Y, elbow_L_Z, armFrontRadius_L_X, armFrontRadius_L_Y, armFrontRadius_L_Z, armFrontUlna_L_X, armFrontUlna_L_Y, armFrontUlna_L_Z, armBackLateral_L_X, armBackLateral_L_Y, armBackLateral_L_Z, armBackMedial_L_X, armBackMedial_L_Y, armBackMedial_L_Z
0,17:41:42.971 PM,-0.11701580000000002,0.05127929,0.30725440000000004,-0.1024063,0.0644242,0.3258523,-0.09912238,0.06818874,0.34374040000000006,-0.13102850000000002,0.09291674,0.3025894,-0.10286410000000001,0.07902695,0.3158654,-0.10610950000000001,0.06016026,0.3146698,-0.1154942,0.05132307,0.31046599999999996,-0.1400835,0.09381993,0.3192185,-0.1054884,0.08009495,0.32804609999999995,-0.1087979,0.05781581,0.326656,-0.11911279999999999,0.04746218,0.32368979999999997,-0.1493329,0.08881004,0.33566050000000003,-0.11654400000000001,0.07718898,0.3425176,-0.11657139999999999,0.05583827,0.3372806,-0.12481289999999999,0.0446531,0.3321024,-0.15502449999999998,0.08111022,0.351304,-0.1278084,0.07466371,0.3535638,-0.12596369999999998,0.06047072,0.347558,-0.1322594,0.04987554,0.3416239,-0.1449717,0.07241027,0.3201118,-0.173264,0.01413167,0.3141173,-0.1491873,0.02427886,0.2992361,-0.2813467,-0.1741284,0.23433289999999998,-0.1695342,0.006770865,0.29291209999999995,-0.1878021,0.0026664609999999997,0.32734409999999997,-0.2722128,-0.1720762,0.217117,-0.29048070000000004,-0.1761806,0.2515489
1,17:41:42.993 PM,-0.11714660000000002,0.05131011,0.3075104,-0.1025619,0.06414033,0.3263458,-0.09945421,0.06771378,0.34430429999999995,-0.1305887,0.09315957,0.30295209999999995,-0.1028068,0.07863604,0.3163543,-0.1064978,0.05986224,0.3150031,-0.11605170000000001,0.05126946,0.310676,-0.139783,0.09408437,0.31950320000000004,-0.1055181,0.07967396,0.328523,-0.10929080000000001,0.05747794,0.3269925,-0.11980550000000001,0.04736622,0.3238962,-0.1492456,0.08910029,0.3358313,-0.11672160000000001,0.07684086,0.34283509999999995,-0.11716300000000002,0.05551679,0.3375092,-0.1256212,0.04453813,0.33223959999999997,-0.1551779,0.08138539,0.3513777,-0.1280945,0.07445352,0.35378709999999997,-0.12647830000000002,0.06027292,0.34768720000000003,-0.1329578,0.04985704,0.3416348,-0.14495239999999998,0.07273458,0.320228,-0.17386,0.01479831,0.3137296,-0.14959160000000002,0.02478082,0.2990359,-0.2814375,-0.1739592,0.23444009999999998,-0.1700087,0.0073148959999999996,0.29258909999999994,-0.188469,0.003405982,0.3269411,-0.2722073,-0.1720047,0.21726410000000002,-0.29066770000000003,-0.1759136,0.2516161
2,17:41:43.020 PM,-0.1170975,0.05185555,0.3069428,-0.1024455,0.06499381,0.3255116,-0.0991307,0.06872882,0.3434,-0.1312796,0.09350805,0.3024558,-0.10306289999999999,0.07959603,0.3155954,-0.1064281,0.06074788,0.31444279999999997,-0.11590519999999999,0.05198048,0.3103012,-0.1402875,0.09436254,0.31911290000000003,-0.1056452,0.08066903,0.3278013,-0.10899729999999999,0.05839698,0.3264028,-0.11936120000000001,0.04808505,0.3234628,-0.14947570000000002,0.08930384,0.33557420000000004,-0.1166421,0.07773228,0.3422975,-0.116745,0.05638696,0.33703990000000006,-0.12506810000000002,0.04524966,0.33188959999999995,-0.1551019,0.08156531,0.3512221,-0.1278612,0.07519962,0.3534091,-0.12604469999999998,0.06103323,0.34733259999999994,-0.1324007,0.05048762,0.3413748,-0.1451201,0.07293965,0.31998649999999995,-0.17329370000000002,0.01460354,0.3139789,-0.1492785,0.02483137,0.2990465,-0.2807662,-0.1741394,0.2345127,-0.1695951,0.0072606219999999996,0.29276199999999997,-0.1877394,0.003072169,0.3272491,-0.271694,-0.1720451,0.21726910000000002,-0.2898383,-0.1762336,0.2517562
3,17:41:43.047 PM,-0.11706010000000001,0.05164389,0.30707929999999994,-0.102425,0.06453164,0.3258362,-0.09924456,0.06813572,0.34377579999999996,-0.1308535,0.09351368,0.3025715,-0.1028629,0.07925631,0.3158243,-0.1065,0.06045611,0.31471370000000004,-0.11610160000000001,0.05182712,0.310568,-0.13996689999999998,0.09439479,0.3191698,-0.10551949999999999,0.08034332,0.3280599,-0.10908510000000002,0.05811559,0.3264931,-0.1195319,0.04793201,0.3234026,-0.14931529999999998,0.08936547,0.3355497,-0.1166455,0.07747145,0.3425053,-0.116888,0.05619083,0.3369959,-0.1252566,0.04519169,0.33162670000000005,-0.1551216,0.08162539,0.35113099999999997,-0.1279595,0.07500918,0.3535419,-0.12620730000000002,0.06092601,0.34725659999999997,-0.1325912,0.05053766,0.341057,-0.1450082,0.07301579,0.31993340000000003,-0.1736432,0.01492935,0.3135946,-0.14947879999999997,0.02502342,0.2987925,-0.2812358,-0.1738723,0.23443089999999997,-0.1698759,0.007494682,0.2924218,-0.1881698,0.003483855,0.326851,-0.2720888,-0.1718669,0.2172163,-0.29038270000000005,-0.1758777,0.25164539999999996
4,17:41:43.078 PM,-0.1169326,0.05190395,0.30690209999999996,-0.10232630000000001,0.06506704,0.3254893,-0.09906276,0.06884654,0.34337779999999996,-0.1312856,0.09363668,0.3022552,-0.1030422,0.0798469,0.31546620000000003,-0.1064086,0.06098355,0.31460140000000003,-0.1159214,0.052182000000000006,0.3106171,-0.14034470000000002,0.09449492,0.3188842,-0.10565319999999999,0.08103172,0.32773459999999993,-0.1087886,0.05872999,0.3263075,-0.11903430000000001,0.04831694,0.3233098,-0.14956989999999998,0.08943932,0.3353257,-0.1166968,0.0781209,0.3422837,-0.1165099,0.05681573,0.3368682,-0.12463410000000001,0.04560946,0.3315522,-0.15522429999999998,0.08171092,0.35096859999999996,-0.12795510000000002,0.07554822,0.35337209999999997,-0.12593189999999999,0.06146751,0.3471632,-0.1320843,0.05090843,0.3410185,-0.14513,0.07306211,0.3197756,-0.1732005,0.01467544,0.31376679999999996,-0.1491145,0.02491315,0.2988953,-0.2811591,-0.1737491,0.23420389999999996,-0.1694848,0.0073065809999999995,0.29256190000000004,-0.187712,0.003201846,0.32701540000000007,-0.2720455,-0.1716967,0.2169771,-0.29027270000000005,-0.1758014,0.2514306
5,17:41:43.107 PM,-0.11729369999999999,0.0515822,0.30698200000000003,-0.1026903,0.0644121,0.3258031,-0.09954926,0.06796978,0.34375890000000003,-0.1308403,0.09343453,0.30237220000000004,-0.1029587,0.07900532,0.3156685,-0.10662169999999999,0.06022094,0.3143891,-0.11619080000000001,0.05160998,0.3101322,-0.1399766,0.09433548,0.3189568,-0.10560539999999999,0.08012785,0.3278933,-0.10918210000000002,0.05790426,0.3262935,-0.1196049,0.0477051,0.3231736,-0.1493691,0.08932708,0.3353179,-0.1167566,0.07728808,0.3422929,-0.11697550000000001,0.05598928,0.33685329999999997,-0.12529880000000002,0.04494248,0.3315117,-0.1552281,0.0815957,0.35088379999999997,-0.12809700000000002,0.07485481,0.3532981,-0.1263168,0.06074028,0.3470914,-0.132645,0.05029361,0.3409331,-0.1450968,0.07297434,0.3196952,-0.17390429999999998,0.014978299999999998,0.3132866,-0.1497083,0.02501546,0.29850879999999996,-0.28138509999999994,-0.17397200000000002,0.2343261,-0.1701142,0.007509266999999999,0.29213,-0.1884424,0.003552312,0.32654720000000004,-0.272221,-0.1719935,0.2171176,-0.2905492,-0.1759505,0.2515347
6,17:41:43.137 PM,-0.11744500000000001,0.05172424,0.3068208,-0.1028712,0.06473358,0.32554109999999997,-0.09969162,0.06840234,0.3434677,-0.1313476,0.09349699,0.3019421,-0.1032808,0.07938693,0.3151903,-0.1067365,0.0605502,0.3141257,-0.1162412,0.05179982,0.3100119,-0.1404199,0.09441487,0.31856090000000004,-0.1058722,0.08061402,0.32745250000000004,-0.10912639999999998,0.05833422,0.3259538,-0.11939160000000001,0.047955199999999996,0.3229059,-0.1497037,0.08942051,0.3349881,-0.1169468,0.07777674,0.34195549999999997,-0.116836,0.05646895,0.3365489,-0.1249577,0.04526536,0.33122399999999996,-0.1554366,0.08172636,0.3506192,-0.1282302,0.07528596,0.3530031,-0.1262585,0.0611748,0.3468472,-0.1324086,0.05059971,0.3407281,-0.145372,0.07301934,0.3194328,-0.17383800000000002,0.01482826,0.31337309999999996,-0.1497037,0.02491607,0.29851700000000003,-0.2820405,-0.173541,0.23401079999999996,-0.17010920000000002,0.007414759,0.2921861,-0.1883871,0.003404842,0.3266239,-0.27290159999999997,-0.171536,0.21679189999999998,-0.29117940000000003,-0.17554589999999998,0.25122960000000005
7,17:41:43.164 PM,-0.1177481,0.05195744,0.3065567,-0.10318569999999999,0.06508262,0.32520479999999996,-0.09996124,0.06880228,0.34311290000000005,-0.1318876,0.09363584,0.3015569,-0.10365410000000001,0.07977922,0.31471869999999996,-0.10691869999999999,0.060904099999999996,0.3137304,-0.11635889999999999,0.0520543,0.3096808,-0.1408797,0.09455477,0.3182191,-0.1061904,0.08104052,0.32699959999999995,-0.109227,0.0587268,0.3255475,-0.1193969,0.04823892,0.32255300000000003,-0.1500517,0.08955981,0.33470890000000003,-0.11717960000000001,0.07819484,0.34159459999999997,-0.1168721,0.05688904,0.3361874,-0.12488479999999999,0.04559888,0.33088,-0.1556621,0.08188219,0.3503926,-0.1283984,0.0756617,0.3527065,-0.1263134,0.06157218,0.3465384,-0.1323685,0.05093916,0.3404248,-0.1457092,0.07313503,0.31918159999999995,-0.1738585,0.01476516,0.3134179,-0.14988239999999997,0.02494459,0.2984348,-0.2807349,-0.1745645,0.23454539999999996,-0.170132,0.007363796999999999,0.2922262,-0.18827270000000002,0.0032335590000000004,0.3267223,-0.2716646,-0.1724993,0.21729740000000003,-0.28980520000000004,-0.1766296,0.2517934
8,17:41:43.194 PM,-0.11803210000000001,0.05221749999999999,0.3064019,-0.1035065,0.06531762,0.3250966,-0.1003063,0.06898175,0.34302059999999995,-0.1322357,0.09387492,0.3013878,-0.10396169999999999,0.0800526,0.31449920000000003,-0.1071594,0.06117387,0.3133689,-0.11656880000000001,0.05232902,0.3092375,-0.14119779999999998,0.09475897,0.31806799999999996,-0.1064749,0.08128811,0.32678290000000004,-0.10951969999999998,0.05898185,0.3252339,-0.11970410000000002,0.0485204,0.3221962,-0.1503293,0.08972894,0.33456959999999997,-0.117432,0.07840188,0.34139780000000003,-0.117151,0.05712746,0.3358663,-0.12519360000000002,0.04588677,0.3304991,-0.15589579999999997,0.08202369999999999,0.3502554,-0.1286194,0.07584013,0.3525205,-0.1265636,0.06177972,0.3462763,-0.13266370000000002,0.05119543,0.34012270000000006,-0.1459859,0.07332917,0.31901599999999997,-0.1740836,0.01493572,0.31323520000000005,-0.1501095,0.02515368,0.2982241,-0.2819125,-0.1737817,0.2341922,-0.17044160000000003,0.007570429,0.2920163,-0.1885084,0.003429262,0.3265498,-0.2728791,-0.1717111,0.2169254,-0.29094590000000004,-0.1758523,0.2514589
9,17:41:43.227 PM,-0.11837819999999999,0.05227555,0.30605959999999993,-0.10376800000000001,0.06530173,0.32473909999999995,-0.100468,0.06887527,0.3426628,-0.1326138,0.09390114,0.3013789,-0.10422460000000001,0.0801235,0.31428379999999995,-0.10733699999999999,0.06124438,0.3129515,-0.11671559999999999,0.05240391,0.30874250000000003,-0.1414694,0.09470363,0.31811999999999996,-0.10666689999999998,0.0812685,0.3265639,-0.1097388,0.058975,0.3248987,-0.11997460000000001,0.04856683,0.3218527,-0.15049210000000002,0.08959298,0.3346567,-0.11753119999999999,0.07829852,0.3412221,-0.11736980000000001,0.05704211,0.3356197,-0.1255319,0.04587407,0.3302825,-0.1559534,0.08181311,0.35034240000000005,-0.1286515,0.07567425,0.3524026,-0.1267,0.06161158,0.34613109999999997,-0.13293020000000003,0.05107068,0.34003479999999997,-0.1462385,0.07326727,0.31900100000000003,-0.1743053,0.01486808,0.31313820000000003,-0.15046610000000002,0.02518542,0.29801669999999997,-0.2815862,-0.17416610000000002,0.23410660000000003,-0.1707497,0.007592474,0.29187379999999996,-0.18858889999999998,0.003240264,0.3264995,-0.2726666,-0.17199,0.21679369999999998,-0.2905058,-0.1763422,0.2514195
