,Time, thumbProximal_L_X, thumbProximal_L_Y, thumbProximal_L_Z, thumbDistal_L_X, thumbDistal_L_Y, thumbDistal_L_Z, thumbEF_L_X, thumbEF_L_Y, thumbEF_L_Z, indexProximal_L_X, indexProximal_L_Y, indexProximal_L_Z, indexMedial_L_X, indexMedial_L_Y, indexMedial_L_Z, indexDistal_L_X, indexDistal_L_Y, indexDistal_L_Z, indexEF_L_X, indexEF_L_Y, indexEF_L_Z, middleProximal_L_X, middleProximal_L_Y, middleProximal_L_Z, middleMedial_L_X, middleMedial_L_Y, middleMedial_L_Z, middleDistal_L_X, middleDistal_L_Y, middleDistal_L_Z, middleEF_L_X, middleEF_L_Y, middleEF_L_Z, ringProximal_L_X, ringProximal_L_Y, ringProximal_L_Z, ringMedial_L_X, ringMedial_L_Y, ringMedial_L_Z, ringDistal_L_X, ringDistal_L_Y, ringDistal_L_Z, ringEF_L_X, ringEF_L_Y, ringEF_L_Z, pinkyProximal_L_X, pinkyProximal_L_Y, pinkyProximal_L_Z, pinkyMedial_L_X, pinkyMedial_L_Y, pinkyMedial_L_Z, pinkyDistal_L_X, pinkyDistal_L_Y, pinkyDistal_L_Z, pinkyEF_L_X, pinkyEF_L_Y, pinkyEF_L_Z, palm_L_X, palm_L_Y, palm_L_Z, wrist_L_X, wrist_L_Y, wrist_L_Z, handBaseRadius_L_X, handBaseRadius_L_Y, handBaseRadius_L_Z, elbow_L_X, elbow_L_Y, elbow_L_Z, armFrontRadius_L_X, armFrontRadius_L_Y, armFrontRadius_L_Z, armFrontUlna_L_X, armFrontUlna_L_Y, armFrontUlna_L_Z, armBackLateral_L_X, armBackLateral_L_Y, armBackLateral_L_Z, armBackMedial_L_X, armBackMedial_L_Y, armBackMedial_L_Z
0,16:42:14.876 PM,0.13756079999999998,0.03960504,0.4374795,0.12637839999999997,0.04911678,0.4595505999999999,0.1254245,0.04850309,0.47771040000000004,0.1568167,0.07426004,0.4524367,0.1313937,0.05743612,0.4660845,0.1336796,0.04123737,0.45683850000000004,0.14153329999999997,0.03561093,0.44772219999999996,0.168934,0.06902765,0.4653090999999999,0.13691070000000002,0.05239044,0.47540709999999997,0.14078310000000002,0.03302519,0.4654697,0.15113970000000002,0.02661918,0.45739799999999997,0.1805174,0.058481200000000004,0.4760324000000001,0.1496667,0.04480843,0.4842717000000001,0.15101679999999998,0.02704559,0.47216800000000003,0.160297,0.02067657,0.4629857,0.1882706,0.04588749,0.48600740000000003,0.1620596,0.03927769,0.49100720000000003,0.1610488,0.02719234,0.48183420000000005,0.1687681,0.02027257,0.4733425,0.1712743,0.04910232,0.45793,0.1899355,-0.004242212,0.4289832,0.1653653,0.01244467,0.42269179999999995,0.25207070000000004,-0.192376,0.3224824,0.18259370000000003,-0.008822486,0.4090364,0.2034908,-0.01847532,0.43828,0.2416221,-0.1875496,0.3078606,0.2625192,-0.1972024,0.33710419999999996
1,16:42:14.908 PM,0.1381259,0.04068466,0.4370313,0.12706019999999998,0.05035092,0.4590942,0.1261816,0.04987712,0.47726190000000007,0.1576406,0.07539906,0.45174480000000006,0.13228689999999999,0.05869167,0.4656621,0.1345974,0.04251255,0.4563879,0.14241020000000001,0.03689595,0.44723050000000003,0.16984549999999998,0.07019599,0.4645460999999999,0.13786479999999998,0.05367453,0.4749639,0.141771,0.03431727,0.4650242,0.1520969,0.02792244,0.45690459999999994,0.1814883,0.05967076,0.4752259,0.15067220000000003,0.04610293,0.483763,0.1520788,0.02834408,0.47166,0.1613568,0.02201174,0.46245010000000003,0.1892907,0.04710354,0.48519589999999996,0.1631047,0.04057412,0.4904269,0.1621465,0.02847113,0.4812715,0.1698991,0.02158998,0.47277870000000005,0.17208489999999999,0.05023341,0.4572367,0.19043800000000002,-0.0032623409999999998,0.4283693,0.16582339999999998,0.01343532,0.4222065,0.25203000000000003,-0.19161229999999999,0.3219351,0.1829733,-0.007896245,0.40848049999999997,0.2040619,-0.01746343,0.43761459999999996,0.2414857,-0.18682870000000001,0.3073681,0.26257420000000004,-0.19639589999999998,0.3365022
2,16:42:14.937 PM,0.1380027,0.04045121,0.4365255,0.1269506,0.05026801,0.4585286,0.1260815,0.04990949,0.47669940000000005,0.1575829,0.07529946,0.45090230000000003,0.1321896,0.0587465,0.4649311,0.1345095,0.04250769,0.4557643,0.1423277,0.03682064,0.44665509999999997,0.16976970000000002,0.07017399,0.4637522,0.1377519,0.05379175,0.4742755,0.1416934,0.03437565,0.46446540000000003,0.15202910000000003,0.02792321,0.456404,0.181386,0.05971108,0.47452150000000004,0.1505395,0.04626565,0.4831422,0.1519943,0.02843361,0.471153,0.1612933,0.02204408,0.46200410000000003,0.1891588,0.04720761,0.48459440000000004,0.16295739999999997,0.04076631,0.4898575,0.1620329,0.02860101,0.4807816,0.1698169,0.02167128,0.47235730000000004,0.171978,0.05015121,0.45659970000000005,0.1902822,-0.003550783,0.42808950000000007,0.1656739,0.01309347,0.42185200000000006,0.2523221,-0.19155060000000002,0.3212969,0.1828378,-0.008158822,0.40818720000000003,0.2039307,-0.01774273,0.4373126,0.24177559999999998,-0.1867586,0.3067342,0.26286859999999995,-0.1963425,0.3358596
3,16:42:14.970 PM,0.13729960000000002,0.03961603,0.43595829999999997,0.1261988,0.04975854,0.4577884,0.12523589999999998,0.04964747,0.47595770000000004,0.1569576,0.07465373,0.4496883,0.13140339999999998,0.05842941,0.4638087,0.1336378,0.04203476,0.45490159999999996,0.1414322,0.03612219,0.4459166,0.1690507,0.06963746,0.46266899999999994,0.13689110000000002,0.05357192,0.4732478,0.1407396,0.03398968,0.46373559999999997,0.1510322,0.02730052,0.45581320000000003,0.1805549,0.05925916,0.47363879999999997,0.1495922,0.04609801,0.4822813,0.15093979999999999,0.02807583,0.47056709999999996,0.1601797,0.02143048,0.46154129999999993,0.18820810000000002,0.046851800000000006,0.4839198,0.16194560000000002,0.04062353,0.4891344,0.160914,0.02833055,0.48024390000000006,0.1686082,0.02116857,0.47193209999999997,0.1711862,0.04950799,0.4557996,0.1894019,-0.004583687,0.4279835,0.1648569,0.01201692,0.4215244000000001,0.2524112,-0.19210020000000003,0.3209093,0.1820726,-0.009142689,0.4080272,0.20303220000000002,-0.01877633,0.4372324000000001,0.24193130000000002,-0.1872834,0.3063067,0.262891,-0.196917,0.33551190000000003
4,16:42:15.000 PM,0.1357595,0.03783269,0.43591499999999994,0.124713,0.04809983,0.4577144,0.123876,0.04820456,0.47589,0.1551154,0.07324614,0.44902929999999996,0.1298943,0.05685867,0.4635548,0.1321622,0.04037507,0.45482219999999995,0.13989129999999997,0.03439929,0.4458225,0.16739479999999998,0.06849204,0.46193359999999994,0.13553210000000002,0.052153599999999994,0.47298270000000003,0.13943989999999998,0.03250031,0.46364269999999996,0.1496701,0.02576573,0.45567799999999997,0.17912820000000002,0.05835091,0.47288240000000004,0.14840910000000002,0.04491232,0.4819567,0.14972950000000002,0.02676053,0.4704412,0.1588598,0.02002515,0.4613706,0.1870279,0.04612972,0.4832,0.1608933,0.03964587,0.48873549999999993,0.1598015,0.027244400000000002,0.48000429999999994,0.1673684,0.01999064,0.4716553,0.1696973,0.048325400000000004,0.455229,0.1883072,-0.005758479,0.42766350000000003,0.1634669,0.01044489,0.42136629999999997,0.25317110000000004,-0.19233770000000003,0.3200603,0.1808474,-0.01044732,0.4077858,0.2022533,-0.01972756,0.4367809,0.24246820000000002,-0.18769760000000002,0.30556279999999997,0.2638741,-0.19697779999999998,0.3345579
5,16:42:15.040 PM,0.1328879,0.03589959,0.4355147,0.1219566,0.04641654,0.4572528,0.1212347,0.046795800000000005,0.4754295,0.1521844,0.07149549,0.4481567,0.1272481,0.05508862,0.46314390000000005,0.1293882,0.03848274,0.45461320000000005,0.1369757,0.03236817,0.44558630000000005,0.1646529,0.06693302,0.4609482,0.1330319,0.05050351,0.47254229999999997,0.13678310000000002,0.03072815,0.4633981,0.14684779999999997,0.0238234,0.45536850000000006,0.17658410000000002,0.0569628,0.47184,0.1460641,0.04342197,0.481419,0.14713410000000002,0.02510746,0.47013770000000005,0.1560374,0.01816516,0.46099799999999996,0.18468710000000002,0.04488383,0.48216729999999997,0.158664,0.03829281,0.48808789999999996,0.1573631,0.02578439,0.47954009999999997,0.1646774,0.01834567,0.4711291,0.1669957,0.04672073,0.45439709999999994,0.18569570000000002,-0.007443801,0.42704309999999995,0.1605768,0.008497566,0.42095779999999994,0.2531839,-0.192944,0.3191889,0.1781851,-0.01229024,0.40722240000000004,0.1999552,-0.02114738,0.43607840000000003,0.24229879999999998,-0.1885154,0.304761,0.264069,-0.19737249999999998,0.33361690000000005
6,16:42:15.077 PM,0.130208,0.03525685,0.4348003,0.11954180000000002,0.04660122,0.45625240000000006,0.11893530000000001,0.04760183,0.4744098,0.14996410000000002,0.07089953,0.4464308,0.1250809,0.05512197,0.46216369999999996,0.1268812,0.03823777,0.4541143,0.1342395,0.03172551,0.44517619999999997,0.1625556,0.06656708,0.45918190000000003,0.1309448,0.05073665,0.4716079000000001,0.1342836,0.03064771,0.4630031,0.1441064,0.02332918,0.45504079999999997,0.1745388,0.05678330000000001,0.47018509999999997,0.144028,0.04377694,0.48050590000000004,0.14465,0.02511941,0.46976599999999996,0.15326520000000002,0.01773329,0.4606982,0.18266870000000002,0.04491095,0.4807287,0.15666760000000002,0.03871395,0.4871504,0.15504379999999998,0.02598442,0.478993,0.1620728,0.01817198,0.470678,0.1646393,0.04616736,0.4531441,0.1826414,-0.008789897,0.4269239,0.1574616,0.007127285,0.42082120000000006,0.2503035,-0.1952751,0.32089270000000003,0.1750017,-0.01392841,0.4072265,0.1970473,-0.0222999,0.43601819999999997,0.2392807,-0.1910893,0.3064969,0.2613263,-0.1994608,0.33528850000000004
7,16:42:15.120 PM,0.1275626,0.0340587,0.4330099,0.1167141,0.04620959,0.45392200000000005,0.1159884,0.04802077,0.47201220000000005,0.14695550000000002,0.07006402,0.44384529999999994,0.12242269999999998,0.05443867,0.4602655,0.12430050000000001,0.0373217,0.4527425,0.13160529999999998,0.03055929,0.44394750000000005,0.1597178,0.06626494,0.4565967000000001,0.1284287,0.05040519,0.4697769,0.1318551,0.03008457,0.4617713,0.14164000000000002,0.02257617,0.4539402,0.1719263,0.05695854,0.4677652,0.14168129999999998,0.04387398,0.4787487,0.1423637,0.02489762,0.46858649999999996,0.1509078,0.01726587,0.4596559,0.1803046,0.04550259,0.47857159999999993,0.1544453,0.03916718,0.48541720000000005,0.1528418,0.02617897,0.477674,0.1598263,0.01816259,0.4695170999999999,0.1620096,0.04572575,0.45113450000000005,0.1804468,-0.009703249,0.42626260000000005,0.1550422,0.005671829000000001,0.4200289000000001,0.24848800000000001,-0.19754939999999999,0.3229101,0.17258270000000003,-0.01530002,0.4067795,0.19511489999999998,-0.02289109,0.43541040000000003,0.2372219,-0.1937539,0.3085947,0.25975410000000004,-0.2013449,0.3372255
8,16:42:15.157 PM,0.126186,0.03460686,0.4300232,0.11490710000000001,0.0473481,0.4503485,0.11372460000000001,0.04973964,0.46834719999999996,0.14542539999999998,0.07073487,0.4405807,0.1206993,0.05540539,0.4569904,0.1226788,0.03815611,0.4498028,0.1300621,0.03119196,0.4412335,0.15803370000000003,0.06717755,0.4535532,0.12659089999999998,0.05155097,0.4666465,0.1300635,0.03106855,0.4590848,0.13991199999999998,0.02337514,0.45151720000000006,0.1701084,0.05808429,0.46503829999999996,0.13973570000000002,0.04519229,0.47589670000000006,0.14051889999999997,0.02602465,0.4661071,0.1491399,0.01819693,0.4574232,0.178358,0.0468335,0.476155,0.1524192,0.04061492,0.4828045,0.1508744,0.02748172,0.4752972,0.1579224,0.01929052,0.46737170000000006,0.16039520000000002,0.04654165,0.44849979999999995,0.1791428,-0.009286314,0.4247941,0.1538112,0.005916059,0.41805829999999994,0.24886460000000002,-0.19743010000000003,0.3231163,0.1714879,-0.01501636,0.4052666,0.1937699,-0.02237064,0.4341539000000001,0.23772359999999998,-0.1937529,0.30867259999999996,0.2600056,-0.2011072,0.33755999999999997
9,16:42:15.191 PM,0.12423110000000001,0.03587101,0.4260638,0.1127373,0.04940267,0.44574759999999997,0.1111844,0.05249624,0.4636106,0.144045,0.07201801,0.43611679999999997,0.1189836,0.05743091,0.4526935,0.1208183,0.0400091,0.4458943,0.1281323,0.03269453,0.4375607,0.1565061,0.06859149,0.44926540000000004,0.12474890000000001,0.05372353,0.46248249999999996,0.1279529,0.03301136,0.45544650000000003,0.1376892,0.02492507,0.4481481,0.1683657,0.05960344,0.4610535,0.13773370000000001,0.04740103,0.47198,0.1382806,0.02798988,0.4626659000000001,0.1467943,0.01977535,0.45423729999999995,0.17637260000000002,0.04850386,0.47249480000000005,0.15029990000000001,0.04281025,0.4790905,0.14856860000000002,0.02952297,0.47190190000000004,0.15548589999999998,0.02099438,0.46422109999999994,0.1586101,0.04781063,0.4447178,0.17687089999999997,-0.008745417,0.42239620000000005,0.15167020000000003,0.006573007,0.4151925,0.2480029,-0.1980855,0.3239675,0.1694665,-0.01472617,0.4028472,0.1913885,-0.02169867,0.4321023,0.2370419,-0.1945993,0.30934,0.2589639,-0.2015718,0.338595
